epoch,loss_train_1l,acc_train_1l,loss_val_1l,acc_val_1l,loss_test_1l,acc_test_1l,time_epoch_s_1l,loss_train_2l,acc_train_2l,loss_val_2l,acc_val_2l,loss_test_2l,acc_test_2l,time_epoch_s_2l
203,0.8607560698,0.9523809524,0.8684792957,0.9583333333,0.85729538,0.9523809524,0.407197,0.9662581212,0.8,1.004074873,0.5833333333,1.017897272,0.5714285714,2.747849
204,0.8578197268,0.9523809524,0.8656404471,0.9583333333,0.8542924738,0.9523809524,0.160915,0.935754416,0.780952381,0.9613794428,0.7916666667,0.9872782477,0.6666666667,2.764278
205,0.85486405,0.9523809524,0.8627828508,0.9583333333,0.8512687183,0.9523809524,0.16227,0.9377035344,0.7714285714,0.9723368227,0.7083333333,0.9818999256,0.6666666667,2.742305
206,0.8518893408,0.9523809524,0.8599067965,0.9583333333,0.8482243901,0.9523809524,0.407994,0.9415351443,0.7904761905,0.9664792413,0.7916666667,0.9980818056,0.5714285714,2.76271
207,0.8488959108,0.9523809524,0.857012584,0.9583333333,0.8451597763,0.9523809524,0.154762,0.9379602799,0.7904761905,0.9678518798,0.75,0.9856379894,0.7142857143,2.747716
208,0.8458840818,0.9523809524,0.854100523,0.9583333333,0.8420751744,0.9523809524,0.156474,0.9423764129,0.8,0.9713812123,0.7916666667,0.9708059534,0.7142857143,2.77078
209,0.8428541857,0.9523809524,0.8511709325,0.9583333333,0.8389708924,0.9523809524,0.412982,0.9368199508,0.8095238095,0.9695775284,0.75,0.9764588146,0.7142857143,2.76953
210,0.8398065641,0.9523809524,0.8482241415,0.9583333333,0.8358472482,0.9523809524,0.164589,0.9280547364,0.7904761905,0.9587616431,0.7916666667,0.9934166953,0.6666666667,2.764493
211,0.8367415686,0.9523809524,0.845260488,0.9583333333,0.83270457,0.9523809524,0.159797,0.9309091651,0.780952381,0.9555170968,0.75,0.9757390472,0.619047619,2.736809
212,0.8336595602,0.9523809524,0.8422803194,0.9583333333,0.8295431959,0.9523809524,0.407736,0.9213327791,0.7904761905,0.9518040609,0.7916666667,0.9935344802,0.619047619,2.771768
213,0.8305609091,0.9523809524,0.839283992,0.9583333333,0.8263634737,0.9523809524,0.198713,0.91121599,0.8476190476,0.9502805961,0.8333333333,0.9548733064,0.7619047619,2.752094
214,0.8274459949,0.9523809524,0.8362718711,0.9583333333,0.8231657607,0.9523809524,0.185556,0.9620528744,0.7333333333,0.9942844027,0.625,1.04293105,0.619047619,2.769805
215,0.824315206,0.9523809524,0.8332443302,0.9583333333,0.8199504237,0.9523809524,0.44271,0.9724485239,0.8380952381,1.009285019,0.75,1.033794896,0.5714285714,2.75685
216,0.8211689393,0.9523809524,0.8302017515,0.9583333333,0.8167178387,0.9523809524,0.171459,0.899896339,0.9047619048,0.9344479495,0.875,0.9604623518,0.7142857143,2.767755
217,0.8180076003,0.9523809524,0.8271445251,0.9583333333,0.8134683905,0.9523809524,0.166937,0.9390937918,0.8285714286,0.9776391891,0.8333333333,0.9928756369,0.619047619,2.746635
218,0.8148316026,0.9523809524,0.824073049,0.9583333333,0.8102024728,0.9523809524,0.414292,0.8975245686,0.8857142857,0.9444342084,0.75,0.9643698715,0.8095238095,2.756513
219,0.8116413676,0.9619047619,0.8209877287,0.9583333333,0.8069204877,0.9523809524,0.16002,0.8960597197,0.8761904762,0.9308918377,0.8333333333,0.9383040444,0.8571428571,2.751887
220,0.8084373245,0.9619047619,0.8178889771,0.9583333333,0.8036228455,0.9523809524,0.163729,0.8779651519,0.9142857143,0.9226724477,0.8333333333,0.9276802097,0.8095238095,2.763693
221,0.8052199093,0.9619047619,0.814777214,0.9583333333,0.8003099645,0.9523809524,0.415424,0.8791821052,0.8952380952,0.9266500211,0.8333333333,0.9208164716,0.8095238095,2.753164
222,0.8019895654,0.9619047619,0.8116528658,0.9583333333,0.7969822706,0.9523809524,0.154792,0.900341573,0.8952380952,0.9404520093,0.7916666667,0.9772921332,0.6666666667,2.763293
223,0.7987467426,0.9619047619,0.8085163653,0.9583333333,0.793640197,0.9523809524,0.161789,0.894638049,0.8571428571,0.9482114779,0.75,0.9349381989,0.7619047619,2.788935
224,0.795491897,0.9619047619,0.8053681513,0.9583333333,0.7902841842,0.9523809524,0.405943,0.8725085634,0.8571428571,0.915424677,0.7916666667,0.9263174207,0.7619047619,2.758899
225,0.7922254905,0.9619047619,0.8022086683,0.9583333333,0.7869146791,0.9523809524,0.178284,0.8689604515,0.8571428571,0.9091662452,0.8333333333,0.9191270984,0.7619047619,2.754021
226,0.7889479907,0.9619047619,0.7990383661,0.9583333333,0.7835321352,0.9523809524,0.159116,0.8588907309,0.8476190476,0.8985484481,0.8333333333,0.9295087181,0.8095238095,2.765562
227,0.7856598704,0.9619047619,0.7958576994,0.9583333333,0.7801370122,0.9523809524,0.409353,0.8679598614,0.8666666667,0.9091087141,0.8333333333,0.9233805073,0.7619047619,2.755016
228,0.7823616071,0.9619047619,0.7926671275,0.9583333333,0.776729775,0.9523809524,0.187189,0.8729628391,0.8380952381,0.9158483945,0.75,0.9487725807,0.7142857143,2.792586
229,0.7790536826,0.9619047619,0.7894671141,0.9583333333,0.7733108944,0.9523809524,0.162081,0.8596449187,0.8666666667,0.8845820574,0.75,0.9200382963,0.7619047619,2.753446
230,0.775736583,0.9619047619,0.7862581263,0.9583333333,0.7698808459,0.9523809524,0.422733,0.8568436184,0.8761904762,0.9058732625,0.875,0.9172660942,0.7142857143,2.785827
231,0.7724107978,0.9619047619,0.783040635,0.9583333333,0.7664401097,0.9523809524,0.164706,0.8689612362,0.8285714286,0.9110919928,0.7916666667,0.9315480177,0.7619047619,2.753646
232,0.7690768196,0.9619047619,0.779815114,0.9583333333,0.76298917,0.9523809524,0.17281,0.860270858,0.8476190476,0.9099541204,0.75,0.9298025746,0.7142857143,2.767321
233,0.7657351441,0.9619047619,0.7765820396,0.9583333333,0.759528515,0.9523809524,0.429428,0.8586196714,0.8857142857,0.9095367782,0.7916666667,0.9292558169,0.7619047619,2.752583
234,0.762386269,0.9619047619,0.7733418906,0.9583333333,0.7560586365,0.9523809524,0.165489,0.8908957182,0.8857142857,0.9171415925,0.8333333333,0.9444264595,0.8095238095,2.767667
235,0.7590306942,0.9619047619,0.7700951473,0.9583333333,0.7525800289,0.9523809524,0.164541,0.8592475595,0.8857142857,0.903856353,0.7916666667,0.928902753,0.7619047619,2.760992
236,0.7556689209,0.9619047619,0.7668422916,0.9583333333,0.7490931897,0.9523809524,0.40822,0.8574855324,0.8666666667,0.9156140873,0.8333333333,0.9241500769,0.6666666667,2.771848
237,0.7523014516,0.9619047619,0.7635838063,0.9583333333,0.7455986184,0.9523809524,0.161699,0.8385629616,0.8857142857,0.8905647433,0.8333333333,0.9158162951,0.8095238095,2.758516
238,0.7489287893,0.9619047619,0.7603201749,0.9583333333,0.7420968161,0.9523809524,0.155865,0.8392357011,0.9142857143,0.8930344415,0.7916666667,0.9092401043,0.8571428571,2.760748
239,0.7455514372,0.9619047619,0.7570518808,0.9583333333,0.7385882857,0.9523809524,0.408235,0.816727179,0.9142857143,0.8696330482,0.8333333333,0.8929454781,0.8095238095,2.749329
240,0.7421698984,0.9619047619,0.7537794074,0.9583333333,0.7350735309,0.9523809524,0.17852,0.8385623707,0.8761904762,0.8838965862,0.875,0.9053096857,0.6666666667,2.758158
241,0.7387846753,0.9619047619,0.7505032373,0.9583333333,0.731553056,0.9523809524,0.175417,0.8276452317,0.8857142857,0.8839054025,0.8333333333,0.9027307869,0.6666666667,2.754689
242,0.7353962693,0.9619047619,0.747223852,0.9583333333,0.7280273654,0.9523809524,0.422538,0.8153129456,0.9238095238,0.8659853687,0.875,0.8759724547,0.7619047619,2.760379
243,0.7320051803,0.9619047619,0.7439417317,0.9583333333,0.7244969633,0.9523809524,0.170092,0.8543224937,0.8571428571,0.8911566901,0.9166666667,0.9146139255,0.8095238095,2.753389
244,0.7286119064,0.9619047619,0.7406573544,0.9583333333,0.7209623534,0.9523809524,0.158019,0.8340030265,0.8761904762,0.8885059979,0.8333333333,0.907062662,0.7619047619,2.765073
245,0.7252169431,0.9619047619,0.7373711961,0.9583333333,0.7174240382,0.9523809524,0.422137,0.8150750224,0.8952380952,0.8622408891,0.8333333333,0.8931474727,0.7142857143,2.753306
246,0.7218207836,0.9619047619,0.7340837301,0.9583333333,0.7138825188,0.9523809524,0.160553,0.8056711463,0.9428571429,0.8537341604,0.9166666667,0.8772418247,0.8571428571,2.803385
247,0.7184239178,0.9619047619,0.7307954265,0.9583333333,0.7103382945,0.9523809524,0.161679,0.8773391615,0.8380952381,0.9094173151,0.8333333333,0.9873054771,0.619047619,2.790936
248,0.715026832,0.9619047619,0.727506752,0.9583333333,0.7067918623,0.9523809524,0.459824,0.8174370279,0.8857142857,0.8814763076,0.8333333333,0.8821318697,0.7619047619,2.807017
249,0.7116300088,0.9619047619,0.7242181698,0.9583333333,0.7032437166,0.9523809524,0.194824,0.8109932421,0.8857142857,0.8418605339,0.875,0.8918601018,0.7142857143,2.779039
250,0.7082339265,0.9619047619,0.7209301385,0.9583333333,0.699694349,0.9523809524,0.162422,0.805485004,0.8857142857,0.8500456317,0.875,0.8896661809,0.7142857143,2.802907
251,0.7048390589,0.9619047619,0.7176431125,0.9583333333,0.6961442474,0.9523809524,0.40996,0.8006536107,0.9142857143,0.8280356378,0.9583333333,0.8741336615,0.7619047619,2.788707
252,0.7014458745,0.9619047619,0.7143575413,0.9583333333,0.6925938965,0.9523809524,0.159846,0.9557058202,0.7142857143,1.018316455,0.5833333333,1.022194315,0.4761904762,2.777564
253,0.698054837,0.9619047619,0.7110738691,0.9583333333,0.6890437765,0.9523809524,0.158749,0.832411952,0.8285714286,0.8925168402,0.75,0.9219847236,0.619047619,2.770917
254,0.6946664039,0.9619047619,0.707792535,0.9583333333,0.6854943634,0.9523809524,0.425657,0.8191665451,0.9047619048,0.873008355,0.7916666667,0.9049664826,0.619047619,2.778537
255,0.6912810273,0.9619047619,0.7045139717,0.9583333333,0.6819461286,0.9523809524,0.188602,0.8038292655,0.8952380952,0.8466016658,0.7916666667,0.8927357275,0.7142857143,2.761804
256,0.6878991527,0.9619047619,0.7012386064,0.9583333333,0.6783995382,0.9523809524,0.180945,0.7973702733,0.9047619048,0.8396301108,0.8333333333,0.8795430558,0.7142857143,2.76811
257,0.684521219,0.9619047619,0.6979668597,0.9583333333,0.6748550533,0.9523809524,0.457891,0.8242323186,0.8571428571,0.8762926765,0.75,0.8964810931,0.619047619,2.756712
258,0.6811476586,0.9619047619,0.6946991455,0.9583333333,0.671313129,0.9523809524,0.181845,0.7997784606,0.9238095238,0.8610242025,0.875,0.8765758596,0.8095238095,2.77703
259,0.6777788965,0.9619047619,0.6914358709,0.9583333333,0.6677742149,0.9523809524,0.168986,0.7750319436,0.9142857143,0.8220838294,0.9166666667,0.8520950129,0.8095238095,2.756815
260,0.6744153506,0.9619047619,0.688177436,0.9583333333,0.664238754,0.9523809524,0.425179,0.772973515,0.8761904762,0.8244063567,0.7916666667,0.8570740191,0.7142857143,2.769936
261,0.6710574308,0.9619047619,0.6849242333,0.9583333333,0.6607071832,0.9523809524,0.163268,0.7610993315,0.8952380952,0.8052244313,0.8333333333,0.8531441701,0.8095238095,2.751646
262,0.6677055398,0.9619047619,0.6816766479,0.9583333333,0.6571799325,0.9523809524,0.159092,0.8860101678,0.8476190476,0.9874076627,0.7083333333,0.970828814,0.5714285714,2.765563
263,0.6643600718,0.9619047619,0.6784350573,0.9583333333,0.6536574252,0.9523809524,0.408625,0.7709233258,0.9047619048,0.8157956491,0.875,0.8700130742,0.7619047619,2.769934
264,0.6610214129,0.9619047619,0.6751998308,0.9583333333,0.6501400774,0.9523809524,0.168169,0.7738743309,0.9333333333,0.8233327278,0.9166666667,0.8591758803,0.7619047619,2.765293
265,0.657689941,0.9619047619,0.6719713297,0.9583333333,0.6466282977,0.9523809524,0.15679,0.7561182218,0.8952380952,0.8016992004,0.875,0.8519001583,0.7619047619,2.748142
266,0.6543660254,0.9619047619,0.6687499071,0.9583333333,0.6431224875,0.9523809524,0.406428,0.829538449,0.8761904762,0.8981398247,0.7916666667,0.9348293334,0.619047619,2.804299
267,0.6510500265,0.9619047619,0.6655359076,0.9583333333,0.6396230402,0.9523809524,0.159642,0.7582030539,0.9238095238,0.8218027162,0.8333333333,0.8435447795,0.8095238095,2.755678
268,0.6477422962,0.9619047619,0.6623296675,0.9583333333,0.6361303418,0.9523809524,0.161882,0.7510525714,0.9142857143,0.8237762731,0.7916666667,0.822556709,0.8095238095,2.768784
269,0.6444431771,0.9619047619,0.6591315142,0.9583333333,0.6326447697,0.9523809524,0.442521,0.7369603823,0.9333333333,0.8075557945,0.875,0.8240592089,0.7619047619,2.753389
270,0.6411530032,0.9619047619,0.6559417667,0.9583333333,0.6291666938,0.9523809524,0.197351,0.7628583974,0.8952380952,0.8256398532,0.7916666667,0.8073602161,0.8095238095,2.790944
271,0.6378720989,0.9619047619,0.6527607349,0.9583333333,0.6256964754,0.9523809524,0.168743,0.7392708338,0.9142857143,0.7830741859,1,0.8235178272,0.8095238095,2.755731
272,0.6346007798,0.9619047619,0.64958872,0.9583333333,0.6222344674,0.9523809524,0.466769,0.7404159816,0.9238095238,0.7864880804,0.9583333333,0.8051368388,0.8095238095,2.766042
273,0.6313393521,0.9619047619,0.6464260143,0.9583333333,0.6187810147,0.9523809524,0.190716,0.7813282393,0.9142857143,0.8372442535,0.9583333333,0.8993399794,0.8095238095,2.78079
274,0.6280881127,0.9619047619,0.6432729012,0.9583333333,0.6153364532,0.9523809524,0.185011,0.7362043054,0.9142857143,0.7932202497,0.7916666667,0.8142647657,0.8095238095,2.792718
275,0.624847349,0.9619047619,0.6401296549,0.9583333333,0.6119011105,0.9523809524,0.449321,0.7158269238,0.9238095238,0.774783094,0.8333333333,0.7878287454,0.8095238095,2.728923
276,0.6216173395,0.9619047619,0.6369965409,0.9583333333,0.6084753056,0.9523809524,0.187936,0.7094589917,0.9428571429,0.7729546489,0.7916666667,0.7833298862,0.8095238095,2.765776
277,0.6183983528,0.9619047619,0.6338738155,0.9583333333,0.6050593487,0.9523809524,0.185976,0.7396051571,0.9238095238,0.8216832884,0.8333333333,0.8393639154,0.7619047619,2.761459
278,0.6151906487,0.9619047619,0.6307617262,0.9583333333,0.6016535415,0.9523809524,0.458253,0.7208342153,0.9333333333,0.772900016,0.8333333333,0.7926972781,0.8095238095,2.764537
279,0.6119944774,0.9619047619,0.6276605114,0.9583333333,0.5982581769,0.9523809524,0.180502,0.7341174639,0.9238095238,0.7798944004,0.875,0.8200810352,0.7619047619,3.159336
280,0.6088100798,0.9619047619,0.6245704007,0.9583333333,0.5948735391,0.9523809524,0.16069,0.7275561532,0.9523809524,0.7914693128,0.8333333333,0.8210263852,0.8095238095,3.021674
281,0.6056376876,0.9619047619,0.6214916149,0.9583333333,0.5914999037,0.9523809524,0.449065,0.707094831,0.9333333333,0.7702453471,0.8333333333,0.7822901433,0.8095238095,2.912143
282,0.6024775235,0.9619047619,0.6184243659,0.9583333333,0.5881375375,0.9523809524,0.18782,0.701129083,0.9238095238,0.7782924918,0.875,0.7667838531,0.8095238095,2.911613
283,0.5993298009,0.9619047619,0.6153688568,0.9583333333,0.5847866988,0.9523809524,0.178824,0.7028463008,0.9428571429,0.7559580943,0.875,0.774075588,0.8095238095,2.909932
284,0.5961947242,0.9619047619,0.6123252821,0.9583333333,0.5814476374,0.9523809524,0.426907,0.8937633651,0.8285714286,0.9409568789,0.6666666667,0.9881384265,0.5714285714,3.064754
285,0.593072489,0.9619047619,0.609293828,0.9583333333,0.5781205943,0.9523809524,0.178431,0.8638064767,0.8380952381,0.9402270436,0.7916666667,0.9945892938,0.4761904762,2.924399
286,0.5899632819,0.9619047619,0.6062746718,0.9583333333,0.5748058023,0.9523809524,0.17919,0.7952558693,0.9142857143,0.863685931,0.8333333333,0.9020072015,0.6666666667,2.879387
287,0.5868672808,0.9619047619,0.6032679828,0.9583333333,0.5715034858,0.9523809524,0.421411,0.7203404521,0.9047619048,0.8142202763,0.875,0.8051469023,0.7142857143,2.951706
288,0.5837846551,0.9619047619,0.6002739219,0.9583333333,0.5682138606,0.9523809524,0.184161,0.699333597,0.9238095238,0.7530457196,0.8333333333,0.7611831948,0.7619047619,2.978382
289,0.5807155657,0.9619047619,0.5972926418,0.9583333333,0.5649371345,0.9523809524,0.170171,0.6887089987,0.9238095238,0.750331174,0.8333333333,0.7696101713,0.7619047619,2.940894
290,0.5776601648,0.9619047619,0.5943242874,0.9583333333,0.5616735073,0.9523809524,0.409013,0.67741168,0.9619047619,0.7540653136,0.875,0.7417033786,0.8095238095,2.879996
291,0.5746185969,0.9619047619,0.5913689955,0.9583333333,0.5584231705,0.9523809524,0.181985,0.6747003882,0.9523809524,0.7443446099,0.875,0.7627586068,0.8571428571,2.877537
292,0.5715909979,0.9619047619,0.5884268954,0.9583333333,0.5551863077,0.9523809524,0.161045,0.6883441755,0.9428571429,0.8075982119,0.8333333333,0.743570126,0.7619047619,2.876443
293,0.5685774961,0.9619047619,0.5854981087,0.9583333333,0.551963095,0.9523809524,0.417425,0.719731945,0.9238095238,0.8115251257,0.7916666667,0.8369622958,0.7619047619,2.861882
294,0.5655782119,0.9619047619,0.5825827496,0.9583333333,0.5487537004,0.9523809524,0.187712,0.6872062123,0.9523809524,0.7696973515,0.875,0.7713142456,0.7619047619,2.888077
295,0.562593258,0.9619047619,0.579680925,0.9583333333,0.5455582846,0.9523809524,0.173081,0.6631451458,0.9142857143,0.7185634282,0.9166666667,0.7361278564,0.7619047619,2.876382
296,0.5596227399,0.9619047619,0.5767927348,0.9583333333,0.5423770009,0.9523809524,0.422305,0.6657167867,0.9619047619,0.7393441859,0.9166666667,0.7301094705,0.8571428571,2.898374
297,0.5566667554,0.9619047619,0.5739182716,0.9583333333,0.5392099951,0.9523809524,0.192877,0.6914500463,0.9523809524,0.7684922881,0.875,0.7341029576,0.7619047619,2.931069
298,0.5537253954,0.9619047619,0.5710576217,0.9583333333,0.5360574061,0.9523809524,0.166117,0.6691473642,0.9714285714,0.7500592996,0.875,0.7568965268,0.8571428571,2.895534
299,0.5507987439,0.9619047619,0.5682108645,0.9583333333,0.5329193657,0.9523809524,0.428632,0.6565224119,0.9619047619,0.735712161,0.8333333333,0.7364154124,0.8571428571,2.931893
300,0.547886878,0.9619047619,0.5653780728,0.9583333333,0.5297959987,0.9523809524,0.18919,0.6427609696,0.980952381,0.7184574887,0.875,0.7142317255,0.8095238095,2.96334
